dataset, network, layer, 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
D3, SECNNResnet, 3, 0.05117, 0.24702, 0.18990, 0.16608, 0.13251, 0.03730, 0.09216, 0.08323, 0.08140, 0.05803, 0.20528, 0.00000, 0.01173, 0.00000, 0.00000
D3, SECNNResnet, 4, 0.09803, 0.25829, 0.18169, 0.25100, 0.23091, 0.04925, 0.09404, 0.05525, 0.07160, 0.04979, 0.25878, 0.00000, 0.01164, 0.00000, 0.00000
D3, SECNNResnet, 5, 0.03936, 0.13463, 0.02210, 0.13770, 0.25192, 0.05487, 0.06158, 0.03837, 0.00908, 0.01968, 0.05496, 0.00000, 0.00053, 0.00000, 0.00000
D3, SECNNResnet, 6, 0.03029, 0.14190, 0.01953, 0.13870, 0.25265, 0.05490, 0.05948, 0.04690, 0.01005, 0.01701, 0.05281, 0.00000, 0.00053, 0.00000, 0.00000
D3, SECNNResnet, 7, 0.12511, 0.25717, 0.15632, 0.24990, 0.31964, 0.04871, 0.10308, 0.05940, 0.07389, 0.04848, 0.28442, 0.00000, 0.00053, 0.00000, 0.00000
D3, CBAM-CNNResnet, 0, 0.02529, 0.09127, 0.26380, 0.07274, 0.12050, 0.05288, 0.03059, 0.05529, 0.01581, 0.07396, 0.00636, 0.00000, 0.00394, 0.00000, 0.00000
D3, CBAM-CNNResnet, 1, 0.01447, 0.10037, 0.08503, 0.06717, 0.10252, 0.04530, 0.02918, 0.07043, 0.04127, 0.07123, 0.07751, 0.00000, 0.04068, 0.00000, 0.00000
D3, CBAM-CNNResnet, 2, 0.01501, 0.08967, 0.04942, 0.06660, 0.09847, 0.04742, 0.02424, 0.07032, 0.03380, 0.06469, 0.02640, 0.00000, 0.02719, 0.00000, 0.00000
D3, CBAM-CNNResnet, 3, 0.01447, 0.09205, 0.05418, 0.06867, 0.10841, 0.04588, 0.02881, 0.07012, 0.03261, 0.06011, 0.03215, 0.00000, 0.02793, 0.00000, 0.00000
D3, CBAM-CNNResnet, 4, 0.00858, 0.10980, 0.23852, 0.22400, 0.18054, 0.03678, 0.05131, 0.07990, 0.06206, 0.07319, 0.06867, 0.00000, 0.02423, 0.00000, 0.00000
D3, CBAM-CNNResnet, 5, 0.08872, 0.25636, 0.26476, 0.25536, 0.31515, 0.06945, 0.10607, 0.06293, 0.08420, 0.06944, 0.37918, 0.00000, 0.03193, 0.00000, 0.00000
D3, CBAM-CNNResnet, 6, 0.10198, 0.16336, 0.04231, 0.20904, 0.37486, 0.06435, 0.07378, 0.07605, 0.02423, 0.03256, 0.06619, 0.00000, 0.00000, 0.00000, 0.00000
D3, CBAM-CNNResnet, 7, 0.09167, 0.16691, 0.04173, 0.11489, 0.37084, 0.04021, 0.07501, 0.06554, 0.02486, 0.04370, 0.08266, 0.00000, 0.00000, 0.00000, 0.00000
D3, CBAM-CNNResnet, 8, 0.08674, 0.16606, 0.04022, 0.11498, 0.35962, 0.04035, 0.07751, 0.05912, 0.02509, 0.03393, 0.07346, 0.00000, 0.00000, 0.00000, 0.00000
D3, CBAM-CNNResnet, 9, 0.10344, 0.28389, 0.26993, 0.25807, 0.30911, 0.06966, 0.12021, 0.06047, 0.07315, 0.07039, 0.38669, 0.00000, 0.01317, 0.00000, 0.00000
